요양기관명,시도코드명,시군구코드명,주소,전화번호,개설일자,좌표(x),좌표(y)
한샘약국,서울,서초구,"서울특별시 서초구 신반포로 205, 6동 1층 (잠원동, 반포쇼핑)",02-534-8613,20010630,127.0064782,37.5070249
디에이치(DH)메디컬약국,인천,인천미추홀구,"인천광역시 미추홀구 석정로 271, 1층 (도화동)",032-874-0405,20180403,126.6656995,37.4685802
미소약국,경기,화성시,"경기도 화성시 봉담읍 와우로73번길 6, 태천센타 지층 109호",031-238-5940,20190131,126.9742428,37.2140548
장담약국,경기,광주시,"경기도 광주시 초월읍 용수길 31-19, ()",,20211110,127.3042897,37.3833123
동인약국,서울,성북구,"서울특별시 성북구 동소문로 107, (동선동4가)",02-926-3533,20060922,127.0170578,37.5931894
우리약국,서울,동작구,"서울특별시 동작구 노량진로 155, (노량진동)",02-826-5116,20170109,126.9432093,37.5139397
탑동보룡약국,제주,제주시,"제주특별자치도 제주시 탑동로 24, (삼도이동, 형화빌딩)",064-726-4949,20170322,126.5224958,33.5175537
원약국,경기,성남분당구,"경기도 성남시 분당구 판교로 375, 503일부호 (삼평동, 메가스페이스1)",031-705-3720,20161031,127.1152772,37.4042471
참조은약국,서울,마포구,"서울특별시 마포구 마포대로 92, 1층 (도화동, 효성 해링턴 스퀘어)",02-715-8953,20170217,126.9521969,37.5425431
바이엘약국,서울,강서구,"서울특별시 강서구 화곡로 110, (화곡동)",02-2607-0217,19941202,126.8341518,37.5397553
큰나무약국,서울,강남구,"서울특별시 강남구 압구정로 316, 영진빌딩 1층 (신사동)",,20080806,127.0360462,37.5287057
국풍당약국,서울,강남구,"서울특별시 강남구 선릉로 654, 1층 (삼성동, 예인빌딩)",02-540-4556,19950425,127.0423767,37.515084
희망약국,경기,하남시,"경기도 하남시 더우개로 29, 대명상가(지우제) 503-1호 (신장동)",031-796-3160,20190213,127.22092,37.5410007
자연애약국,서울,강남구,"서울특별시 강남구 봉은사로 474, 105호 (삼성동)",02-567-8413,20070602,127.0519533,37.5123688
지금행복약국,경기,남양주시,"경기도 남양주시 다산지금로 142, 대길프라자 105호 (다산동)",031-557-0707,20190215,127.1734709,37.6002915
민트약국,경기,파주시,"경기도 파주시 교하로159번길 7, 목동트윈프라자2 106호 (목동동)",031-946-6256,20190219,126.7386484,37.7229213
모란팜약국,경기,성남중원구,"경기도 성남시 중원구 광명로 5, 성남동메디칼센타 1층 104호 (성남동)",031-721-2018,20190304,127.1296985,37.4331759
종로프라자약국,서울,노원구,"서울특별시 노원구 동일로 1353, (상계동)",02-932-9033,20130513,127.0615724,37.649424
세교바른약국,경기,오산시,"경기도 오산시 오산대역로 214, 1층 108호 (수청동)",031-373-0844,20190307,127.0655846,37.1708567
동신코아약국,경기,성남분당구,"경기도 성남시 분당구 돌마로 361, 동신코아빌딩 1층 121호 (수내동)",031-8023-9418,20190311,127.1229626,37.3706238
정약국,서울,마포구,"서울특별시 마포구 마포대로 68, 1층 112호 (도화동, 마포아크로타워)",02-706-4730,20160810,126.94898,37.5413405
맘스케어약국,서울,마포구,"서울특별시 마포구 마포대로 201, (아현동, 마포트라팰리스2차)",02-365-4110,20170102,126.9555972,37.5522055
청춘약국,서울,마포구,"서울특별시 마포구 마포대로 25, 103호 (마포동, 신한디엠빌딩)",02-3272-3333,20171205,126.944877,37.5394563
봄약국,서울,구로구,"서울특별시 구로구 경인로 204, 1층 103호 (오류동)",02-2617-7773,20220415,126.8438931,37.4956809
선경약국,서울,영등포구,"서울특별시 영등포구 국제금융로2길 24, 삼성생명(주)여의도 빌딩 1층4호 (여의도동)",02-786-1192,20100302,126.9248449,37.5243159
별내해밀약국,경기,남양주시,"경기도 남양주시 순화궁로 339, 101호 (별내동)",031-575-7479,20180607,127.1258934,37.6570332
연신내영재약국,서울,은평구,"서울특별시 은평구 연서로 246, (불광동, 타워클리닉)",02-382-8123,20050915,126.9226206,37.6190598
초록약국,경기,화성시,"경기도 화성시 향남읍 행정중앙2로 33, 성지프라자 3층 304호",031-352-2115,20180611,126.919111,37.1300375
열린약국,인천,인천연수구,"인천광역시 연수구 먼우금로 194, 1층 117호 (연수동)",032-812-8611,20200619,126.6770179,37.414348
호수약국,경기,고양일산동구,"경기도 고양시 일산동구 장백로 172, 금강프라자 101호 (장항동)",031-904-2466,20190308,126.7777798,37.650273
새솔약국,경기,광명시,"경기도 광명시 일직로 17, 롯데아울렛 3층 (일직동)",02-6226-2397,20190314,126.8827799,37.424311
메디컬드림약국,경남,김해시,"경상남도 김해시 구지로 58, 101호 (내동)",055-326-3650,20190422,128.8695414,35.2392616
누가약국,경기,부천시,"경기도 부천시 역곡로 24, 덕산 빌딩 105호 (역곡동)",032-345-5453,20190408,126.8110659,37.4873745
팜프라자앨리약국,경기,수원영통구,"경기도 수원시 영통구 광교호수공원로 80, A동 209호 (원천동, 광교아이파크)",031-212-7507,20190401,127.0612197,37.2739774
샘물약국,서울,노원구,"서울특별시 노원구 노원로 43, (공릉동)",02-971-2268,20010623,127.0858403,37.6254259
흥덕약국,충북,청주서원구,"충청북도 청주시 서원구 흥덕로 70, (사직동)",043-262-7907,20110707,127.4725994,36.6416336
청주상록약국,충북,청주서원구,"충청북도 청주시 서원구 흥덕로 36, (사직동)",043-272-7768,20180813,127.4736814,36.6387319
코리아약국,경기,연천군,"경기도 연천군 전곡읍 전곡로167번길 4, ()",031-833-5540,20170603,127.067485,38.0270883
평택무지개약국,경기,평택시,"경기도 평택시 중앙로 29, (통복동)",031-655-5107,20190401,127.0863966,36.9953196
정약국,경기,안산상록구,"경기도 안산시 상록구 화랑로 514, 주공4단지아파트 1층 103, 104호 (성포동)",031-480-2852,20190401,126.8448586,37.3201736
송약국,서울,강서구,"서울특별시 강서구 양천로 637, 104호 (염창동, 삼성아파트상가)",02-2659-2526,19950801,126.8681833,37.5547321
성심약국,서울,종로구,"서울특별시 종로구 지봉로 61, 1층 (창신동)",02-743-2062,20080303,127.0154961,37.5755293
아름약국,경기,남양주시,"경기도 남양주시 다산중앙로123번길 21-3, 리더스타워 106,107호 (다산동)",031-566-2646,20190329,127.1514458,37.6233976
장안약국,경기,화성시,"경기도 화성시 장안면 3.1만세로 365, 대진빌딩",031-358-7582,20190409,126.8423458,37.1030389
비타민약국,경기,수원장안구,"경기도 수원시 장안구 경수대로976번길 27, 가동 1층 (송죽동)",031-253-5288,20190422,127.0042956,37.3058778
새안성약국,경기,안성시,"경기도 안성시 시장길 58, 희망빌딩 1층 101호 (서인동)",674-7585,20190422,127.2709213,37.0062179
건강플러스약국,경기,시흥시,"경기도 시흥시 희망공원로 269, 홈플러스시화점 2층 (정왕동)",031-496-9736,20190419,126.7251736,37.3452489
금강약국,서울,노원구,"서울특별시 노원구 한글비석로 365, 1층 (중계동, 데미안빌딩)",02-937-3656,20060303,127.0741591,37.6582013
사당365약국,서울,관악구,"서울특별시 관악구 과천대로 955, 1층 (남현동)",588-9050,20190604,126.9811803,37.4759484
한솔약국,경기,평택시,"경기도 평택시 안중읍 안현로서6길 74, 1층",031-681-3326,20180719,126.9211426,36.9847858
대산약국,인천,인천계양구,"인천광역시 계양구 새벌로 120, 상가동 202호 (효성동, 대산아파트)",032-548-0409,20190429,126.7170841,37.5276082
명성약국,경기,수원장안구,"경기도 수원시 장안구 창훈로52번길 3, 명성약국 1층 (연무동)",031-268-5875,20190429,127.0302405,37.2971335
새오개약국,인천,인천서구,"인천광역시 서구 새오개로111번안길 31, 101호 (신현동)",032-571-5553,20190429,126.6648538,37.5224277
장수당약국,서울,도봉구,"서울특별시 도봉구 도봉로 859, (도봉동)",02-3492-8217,20000329,127.0452114,37.6812467
하나약국,경북,영천시,"경상북도 영천시 강변로 38, (금노동)",054-332-1639,20000630,128.9267248,35.9606927
평촌열린약국,경기,안양동안구,"경기도 안양시 동안구 관평로170번길 33, 108호 (관양동, 주공공이빌딩)",031-387-5335,20130506,126.9622757,37.3930077
도담약국,경기,오산시,"경기도 오산시 세마문학로 50, 상가동 127호 (지곶동, e편한세상)",031-373-5852,20180727,127.0278577,37.1683157
삼송역 3번출구 약국,경기,고양덕양구,"경기도 고양시 덕양구 동송로 69, 105호 (삼송동)",02-381-4532,20180801,126.8952473,37.6526294
한사랑약국,서울,광진구,"서울특별시 광진구 자양로 294-1, (구의동)",02-456-5961,20000404,127.0924395,37.551858
건강나누리약국,인천,인천미추홀구,"인천광역시 미추홀구 인주대로 489, 1층 (주안동)",032-422-1117,20190429,126.6910393,37.450929
한독약국,서울,송파구,"서울특별시 송파구 중대로 80, 문정프라자 (문정동)",02-409-3559,20200316,127.1178428,37.491762
정주약국,서울,성북구,"서울특별시 성북구 오패산로 63, (하월곡동)",02-743-3635,19980928,127.0361768,37.6077256
홍약국,경기,성남중원구,"경기도 성남시 중원구 도촌남로 37, 도촌프라자 1층 104호 (도촌동)",031-759-9293,20190429,127.1516748,37.4146153
명동약국,서울,중구,"서울특별시 중구 퇴계로 123, 8층 (충무로2가)",02-2079-0825,20060630,126.9853496,37.5612886
주랑약국,서울,강서구,"서울특별시 강서구 마곡중앙6로 93, 열린프라자 1층 103-3호 (마곡동)",02-3665-3163,20211026,126.8376979,37.5601357
메디칼팜약국,서울,성북구,"서울특별시 성북구 오패산로 49, 3층 (하월곡동)",02-909-0508,20031002,127.0364541,37.6063918
메디팜백약국,서울,성북구,"서울특별시 성북구 오패산로 57, 1층 (하월곡동)",02-912-6200,20101011,127.036218,37.60733
온누리모세종약국,서울,강동구,"서울특별시 강동구 고덕로83길 18, (고덕동)",02-429-1427,19950916,127.1689055,37.557982
건강한약국,경기,안산단원구,"경기도 안산시 단원구 원곡1로 49, 1층 (원곡동)",031-493-6211,20180402,126.7953672,37.3304891
은하약국,경기,양평군,"경기도 양평군 용문면 용문로 375-1, 1층",031-772-9475,20190507,127.5948737,37.485689
푸른약국,서울,중랑구,"서울특별시 중랑구 봉우재로 40, (면목동)",02-437-8949,20001002,127.0777369,37.5904004
서정리오렌지약국,경기,평택시,"경기도 평택시 탄현로 48, 1층 2호 (서정동)",031-611-7539,20190502,127.0538737,37.0568394
권선그린약국,경기,수원권선구,"경기도 수원시 권선구 덕영대로1201번길 36, 2층 206호 (권선동)",031-226-2530,20190507,127.0230581,37.2507755
수정약국,경기,안산단원구,"경기도 안산시 단원구 원초로 30, 보성프라자 4층 408호 (원곡동)",031-411-0185,20190513,126.8017332,37.3283895
대명약국,인천,인천계양구,"인천광역시 계양구 효서로 233, 109호 (작전동)",543-0224,20150601,126.7220574,37.5280966
튼튼온누리약국,서울,구로구,"서울특별시 구로구 디지털로32가길 25, 티타운빌딩 101-1호 (구로동)",02-2135-3372,20220408,126.8989356,37.4821622
에이스약국,서울,강서구,"서울특별시 강서구 화곡로 197, 1-3호 (화곡동)",02-2608-5294,20110317,126.842655,37.5433574
미소약국,서울,송파구,"서울특별시 송파구 오금로31길 11, (방이동)",02-418-5090,20030523,127.1215542,37.5070362
도래울약국,경기,고양덕양구,"경기도 고양시 덕양구 도래울로 110, 테마시티 119호 (도내동)",031-967-7180,20190510,126.8724812,37.6349177
메디케어약국,서울,서초구,"서울특별시 서초구 신반포로 157, 405호 (잠원동, 일동빌딩)",02-593-8040,20000706,127.0014772,37.5055124
동민약국,서울,성북구,"서울특별시 성북구 오패산로 99, 102호 (하월곡동, 동민빌딩)",6925-0008,20150421,127.0352036,37.6107785
호수약국,강원,속초시,"강원특별자치도 속초시 중앙로 342-1, (영랑동)",033-632-2089,20170329,128.5920085,38.2190382
팜코리아약국,서울,양천구,"서울특별시 양천구 등촌로 26, 1층 101호 (목동)",2648-8003,20071207,126.8639852,37.5323151
오아시스약국,서울,마포구,"서울특별시 마포구 독막로 63, 1층 (상수동)",02-333-7728,20230901,126.9205421,37.5479912
푸른약국,경기,수원장안구,"경기도 수원시 장안구 화산로125번길 5, 천천 푸르지오 3층 303-2, 304호 (천천동)",031-278-7947,20190516,126.9803515,37.2942778
건강효약국,인천,인천미추홀구,"인천광역시 미추홀구 인주대로132번길 12, 1층 (용현동)",032-881-5050,20190516,126.6516548,37.4558404
월산약국,경기,남양주시,"경기도 남양주시 화도읍 경춘로2248번길 15, 남양주월산사랑으로부영1단지 103호",031-593-7275,20190520,127.3379289,37.6546747
다나약국,경기,군포시,"경기도 군포시 산본로323번길 6, 럭키빌딩 104호 (산본동)",031-395-7117,20190520,126.9329932,37.3595459
힐링팜약국,인천,인천남동구,"인천광역시 남동구 미래로 6, 101호 (구월동)",070-7337-7553,20140826,126.7050731,37.4506397
다원약국,경기,성남수정구,"경기도 성남시 수정구 산성대로 241, 5층 (신흥동)",031-722-0369,20181101,127.1440896,37.4399478
태양약국,경기,부천시,"경기도 부천시 부천로 1, 부천역사쇼핑몰 4층 (심곡본동)",032-667-9700,20190527,126.7826496,37.4840369
세일약국,서울,강북구,"서울특별시 강북구 도봉로71길 34, (수유동)",02-989-1682,20031001,127.0219885,37.6313654
옵티마기쁨약국,서울,강동구,"서울특별시 강동구 올림픽로 787, 태성프라자 1층 102호 (암사동)",02-442-1260,20191202,127.1277494,37.5514771
크리닉약국,서울,강서구,"서울특별시 강서구 강서로 261, 연세내외과의원 2층 3호 (내발산동)",02-2695-8414,20000804,126.8359638,37.549193
은계온누리약국,경기,시흥시,"경기도 시흥시 은계번영길 1, 태산W타워 111호 (은행동)",031-311-5513,20190524,126.8016279,37.4366407
늘푸른온누리약국,경기,평택시,"경기도 평택시 지제동삭2로 181-26, Adriamedi Tower 1층 2호 (동삭동)",031-653-8878,20220209,127.09411,37.017183
향남열린약국,경기,화성시,"경기도 화성시 향남읍 상신하길로328번길 20, 104,105호호",031-354-7485,20190603,126.9129247,37.1165776
신코아약국,서울,종로구,"서울특별시 종로구 종로12길 23, 1층 (관철동)",02-734-9020,20080731,126.9859278,37.5689574
착한약국,서울,광진구,"서울특별시 광진구 자양로 43, (자양동)",02-453-5775,20150427,127.0855468,37.5317125
둔산시온약국,대전,대전서구,"대전광역시 서구 대덕대로176번길 9, 1층 (둔산동)",042-364-2525,20030901,127.3776267,36.3486737
송도B1약국,인천,인천연수구,"인천광역시 연수구 송도국제대로 165, 지하1층 (송도동, 홈플러스 송도점)",032-812-2582,20151012,126.6563721,37.3802255
내몸에좋은호수약국,경기,수원영통구,"경기도 수원시 영통구 광교호수공원로 277, B2층 B2-167호 (원천동, 광교중흥에스클래스)",031-214-6439,20211012,127.0582392,37.2824071
우리민들레약국,경기,용인수지구,"경기도 용인시 수지구 현암로 132, 107호 (죽전동, C.H리베로I)",031-889-7585,20130816,127.1239454,37.3315318
햇살온누리약국,인천,인천연수구,"인천광역시 연수구 앵고개로104번길 4, 준빌딩 104호 (동춘동)",070-7630-0620,20190618,126.6570535,37.4123896
마두하나약국,경기,고양일산동구,"경기도 고양시 일산동구 중앙로 1195, 로스텔 103호 (장항동)",031-903-7750,20190531,126.7765142,37.6532677
부영약국,서울,강서구,"서울특별시 강서구 강서로56나길 110, (등촌동)",02-3663-1809,19951129,126.8436016,37.5636292
송도캠퍼스약국,인천,인천연수구,"인천광역시 연수구 송도과학로27번길 55, 3층 A-311호 (송도동, 롯데캐슬 캠퍼스타운)",032-819-4450,20190603,126.6650323,37.3881981
다누리약국,경기,부천시,"경기도 부천시 부흥로373번길 15, 1층 (심곡동)",032-654-4005,20210201,126.783471,37.4922188
새힘온누리약국,서울,송파구,"서울특별시 송파구 동남로29길 4, A동 1층 117호 (오금동)",02-449-2201,20070227,127.1383475,37.5052054
어서오세요 약국,경기,수원영통구,"경기도 수원시 영통구 덕영대로 1478, 망포역 포레 스퀘어 3층 311호 (망포동)",,20211230,127.0524779,37.2451633
수내푸른약국,경기,성남분당구,"경기도 성남시 분당구 돌마로366번길 40, 푸른마을 아파트 1층 109호 (수내동)",031-711-9988,20190604,127.1262409,37.3674786
스타약국,서울,서초구,"서울특별시 서초구 강남대로 437, 대원빌딩 1층 (서초동)",02-3481-6688,20191202,127.0255201,37.5013657
실로암약국,인천,인천남동구,"인천광역시 남동구 남동대로 890, 101호 (간석동, 탑메디칼빌딩)",421-9850,20130911,126.7086711,37.4618407
강림약국,서울,동작구,"서울특별시 동작구 시흥대로 668-2, (신대방동)",02-832-8975,20000802,126.9085604,37.4910601
차기정약국,서울,구로구,"서울특별시 구로구 개봉로3길 76, (개봉동)",02-2687-7712,19951212,126.8520967,37.4862558
수연약국,서울,중구,"서울특별시 중구 서소문로 138, 101호 (태평로2가, 대한일보빌딩)",02-777-1578,20040607,126.976307,37.5636696
새우리약국,서울,구로구,"서울특별시 구로구 개봉로 71, 2층 (개봉동, 강서프라자)",02-2060-9918,20090424,126.8556688,37.4920943
해약국,제주,제주시,"제주특별자치도 제주시 서광로 263, (삼도일동)",064-725-2283,20170817,126.5245869,33.5002207
세계로약국,경기,동두천시,"경기도 동두천시 중앙로 310, (생연동)",031-865-5318,20181001,127.0551137,37.9090532
마음드림약국,경기,광명시,"경기도 광명시 금하로 458, 웅신아트 113호 (소하동)",02-898-2655,20190617,126.8833202,37.448378
스타약국,인천,인천남동구,"인천광역시 남동구 서창남순환로216번길 12, 월드타워 (서창동)",472-3326,20190618,126.7485716,37.4235218
강남허브약국,서울,강남구,"서울특별시 강남구 학동로 342, 109호 (논현동, SK허브빌딩)",02-3014-9272,20130329,127.0408461,37.5167495
청량리중앙약국,서울,동대문구,"서울특별시 동대문구 왕산로 214, 청량리역,롯데백화점 403-우측호 (전농동)",02-3707-1588,20100812,127.0511471,37.5841961
성모약국,인천,인천남동구,"인천광역시 남동구 남동대로 875, 세화빌딩 (간석동)",032-427-7650,20181001,126.7081348,37.4606849
메디칼건강약국,서울,강서구,"서울특별시 강서구 양천로 104, (방화동)",02-2661-3337,20090413,126.8154176,37.5732435
하늘약국,서울,양천구,"서울특별시 양천구 중앙로 298, 문화트윈타워 101호 (신정동)",02-0000-0000,20190726,126.8518916,37.5228188
휴베이스비타민약국,서울,강서구,"서울특별시 강서구 가로공원로76길 51, (화곡동)",2607-6007,20200303,126.837988,37.5348881
수온누리약국,서울,강북구,"서울특별시 강북구 삼양로19길 25, 107동 2호 (미아동, 삼성래미안트리베라1차아파트)",02-980-1854,20110201,127.0204388,37.6132194
동천약국,경기,용인수지구,"경기도 용인시 수지구 손곡로 83, 동천타워 1동 108호 (동천동)",031-263-3559,20190516,127.0932417,37.3359642
재민약국,서울,노원구,"서울특별시 노원구 공릉로 147, 2층 (공릉동)",02-978-2405,20041101,127.07908,37.623149
유성약국,서울,노원구,"서울특별시 노원구 덕릉로 459-37, 123호 (상계동, 주공1단지 가상가)",02-931-8175,19880602,127.0597149,37.6469102
정다운약국,경기,부천시,"경기도 부천시 호현로489번길 38, (소사본동)",032-343-6563,20141204,126.7914409,37.4805127
원곡종로약국,경기,안산단원구,"경기도 안산시 단원구 중앙대로 461, 1층 101호 (원곡동)",031-493-7580,20230307,126.7904347,37.3280233
비타민약국,인천,인천서구,"인천광역시 서구 가정로 375, 310호,311호 (신현동, 금강아미움)",575-8899,20141219,126.6726009,37.5184643
백약국,서울,노원구,"서울특별시 노원구 동일로 1350, 105호, 106호 (상계동)",02-933-6611,19980107,127.0624191,37.6492333
손약국,서울,노원구,"서울특별시 노원구 상계로3길 10, 한일빌딩 304호 (상계동)",02-936-8283,20020817,127.0625748,37.6567056
한샘약국,경기,성남수정구,"경기도 성남시 수정구 수정남로 69, 1층 (수진동)",031-757-8421,19890812,127.1353648,37.4412345
보건약국,경기,성남수정구,"경기도 성남시 수정구 수정남로 154-1, (신흥동)",031-736-4222,20010601,127.1443868,37.4439821
나드리약국,경남,창원의창구,"경상남도 창원시 의창구 도계로 57, 도계중앙빌딩 (도계동)",055-273-2577,20200408,128.6377746,35.2594992
해든 우리약국,경기,화성시,"경기도 화성시 봉담읍 와우로 79, 103호 (남수원타운)",031-225-0948,20150102,126.9746068,37.2139037
한울약국,경기,고양덕양구,"경기도 고양시 덕양구 화중로 60, 302호 (화정동, 화정종합상가)",031-973-2335,20150106,126.8308395,37.6323754
소망약국,서울,노원구,"서울특별시 노원구 한글비석로 253, 305호 (중계동, 세신프라자)",02-933-3383,19880910,127.0763637,37.6504337
온누리두산약국,서울,성북구,"서울특별시 성북구 화랑로48길 16, 101호 (석관동, 두산아파트상가)",02-959-2668,19980702,127.0685315,37.6130498
우성약국,서울,노원구,"서울특별시 노원구 한글비석로 463, (상계동)",02-936-6603,19871005,127.0664624,37.6642153
맑은수정약국,경남,김해시,"경상남도 김해시 경원로 4, (내동)",070-7524-8572,20170801,128.8612181,35.2391889
보성약국,울산,울산중구,"울산광역시 중구 번영로 580, 1층 103호 (남외동, 스카이엠빌딩)",052-286-3340,20130204,129.3453715,35.5685691
동호튼튼약국,인천,인천남동구,"인천광역시 남동구 용천로 70, 1층 (구월동, 동호프라자)",032-473-1007,20140918,126.7149615,37.4558916
바른약국,경기,오산시,"경기도 오산시 오산로 224-1, (오산동)",031-377-8522,20141113,127.0686952,37.1469335
스카이6층약국,서울,관악구,"서울특별시 관악구 남부순환로 1820, 6006호 (봉천동, 에그엘로우)",02-872-8941,20170303,126.9521426,37.480976
대곡약국,경남,진주시,"경상남도 진주시 대곡면 진의로 1072-2, ()",055-744-8511,20151030,128.1692782,35.2624719
한빛중앙약국,경기,파주시,"경기도 파주시 미래로408번길 22, 운정프라자 104호 (야당동)",031-945-3010,20160111,126.7478549,37.7140363
이화수약국,경기,수원팔달구,"경기도 수원시 팔달구 경수대로 617, (지동)",031-207-9777,20150106,127.0298213,37.2806757
김포도담약국,경기,김포시,"경기도 김포시 김포한강7로 71, 2층 (구래동, 이마트김포한강점)",031-987-5936,20150114,126.6283154,37.6443183
뉴키즈맘약국,경기,안양동안구,"경기도 안양시 동안구 관악대로 272, A-117호 (비산동, 키즈맘센터)",031-383-9961,20150120,126.9530235,37.401849
수성약국,서울,노원구,"서울특별시 노원구 상계로1길 66, 1층 102호 (상계동)",02-937-4135,19871022,127.061509,37.6589951
나현약국,서울,노원구,"서울특별시 노원구 상계로12길 41, (상계동)",02-936-7718,19830924,127.0696428,37.6564357
일등약국,울산,울산동구,"울산광역시 동구 방어진순환도로 863, 상가동 401,402호 (전하동, 스위첸 웰츠타워 1차)",052-232-2991,20220406,129.4296257,35.5177651
스타약국,경남,김해시,"경상남도 김해시 삼계중앙로 40, 101호 (삼계동)",055-312-7238,20220408,128.8694511,35.2603096
메디프라자약국,경기,광주시,"경기도 광주시 태전동로 23, 메디프라자 1층 101호 (태전동)",031-765-3326,20190222,127.2339738,37.3866584
태평양약국,경기,이천시,"경기도 이천시 중리천로 91, (창전동)",031-637-2021,20150202,127.4472601,37.2782175
월계약국,서울,노원구,"서울특별시 노원구 월계로45길 28, 1층 2-3호 (월계동, 월계아파트형 공장내)",02-905-2340,19840404,127.0509709,37.6268416
세브란스약국,서울,노원구,"서울특별시 노원구 섬밭로 229, 201호 (하계동, 벽산상가)",02-974-3587,19840507,127.0639372,37.636219
유니스트 약국,울산,울산울주군,"울산광역시 울주군 언양읍 유니스트길 50, 울산과학기술원 205동 B109호",070-7773-9314,20220513,129.1892066,35.57491
옥봉삼거리약국,경남,진주시,"경상남도 진주시 진산로 3, 1층 (옥봉동)",055-748-2696,20220531,128.0916472,35.1932872
광탄동화약국,경기,파주시,"경기도 파주시 광탄면 혜음로 495, ()",031-947-3304,20200331,126.8802499,37.7364914
튼튼약국,울산,울산동구,"울산광역시 동구 방어진순환도로 771, (전하동)",052-201-6777,20170802,129.4301704,35.5105663
성훈약국,경기,용인기흥구,"경기도 용인시 기흥구 중부대로 343-1, (신갈동, 동원빌딩)",031-283-3155,20100510,127.1051113,37.2717466
평택푸른약국,경기,평택시,"경기도 평택시 평택5로 63, 103호, 104호 (비전동, 동성효성아파트)",031-651-1642,20151231,127.1101784,36.9916747
백조약국,서울,노원구,"서울특별시 노원구 공릉로46길 3, 102호 (공릉동, 평화타운)",02-974-7778,19850110,127.0791936,37.6271603
공단시장약국,인천,인천미추홀구,"인천광역시 미추홀구 길파로 16, (주안동)",032-866-2165,19870528,126.6796899,37.4671434
밝은미소약국,서울,강동구,"서울특별시 강동구 상암로 195, 에이플러스 108호 (명일동)",02-426-1596,20170102,127.1441985,37.5466253
월드삼층약국,경기,안양만안구,"경기도 안양시 만안구 안양로329번길 108, 3층 (안양동, 안양월드)",031-466-7629,20170119,126.9131497,37.4013425
행복한약국,경기,의정부시,"경기도 의정부시 평화로 229-1, 1층 (호원동)",878-3211,20180510,127.0472523,37.7124195
새서종약국,경기,양평군,"경기도 양평군 서종면 북한강로 789, ()",031-771-0403,20060901,127.3488793,37.6075826
혜인약국,서울,노원구,"서울특별시 노원구 노원로34길 92, (상계동)",02-939-0144,19881230,127.0661769,37.6630675
내동온누리약국,충남,논산시,"충청남도 논산시 대학로65번길 18-1, 리더스타운 101호 (내동)",041-734-3450,20201007,127.1049863,36.1799054
희망약국,서울,관악구,"서울특별시 관악구 쑥고개로 53, 1층 (봉천동)",02-874-9488,20010721,126.9424422,37.4798102
푸른약국,경기,성남수정구,"경기도 성남시 수정구 산성대로 517, (양지동)",031-744-8279,20150323,127.163172,37.4574432
행복한온누리약국,서울,강동구,"서울특별시 강동구 동남로73길 26, 203호 (명일동, 고덕복합빌딩)",02-416-8173,20200109,127.1547967,37.5533037
하계약국,서울,노원구,"서울특별시 노원구 공릉로58가길 8, (하계동)",02-949-3016,19740720,127.0729649,37.6359239
남북약국,서울,노원구,"서울특별시 노원구 상계로27길 15, 1층 (상계동)",02-936-6675,19731105,127.0702517,37.6592353
건강한약국,부산,부산동래구,"부산광역시 동래구 중앙대로1325번길 29, (온천동)",051-553-6500,20180320,129.0761568,35.2054223
스타약국,경기,화성시,"경기도 화성시 동탄순환대로 690, 애플스퀘어 104호 (영천동)",031-376-1764,20150310,127.1115819,37.2065451
효심약국,경남,양산시,"경상남도 양산시 물금읍 야리로 21, 102호",0507-1302-3783,20220602,129.001134,35.3174387
주차장약국,부산,부산동래구,"부산광역시 동래구 중앙대로1325번길 20, 1층 (온천동)",051-552-2767,20200330,129.0767293,35.205727
성수약국,경기,부천시,"경기도 부천시 경인로498번길 19, 하이트프라자 1층 106,107,110,103일부호 (괴안동)",032-343-9057,19951019,126.8114521,37.4831957
행복약국,대전,대전동구,"대전광역시 동구 대전로542번길 80-57, 어울림타워 102호 (천동)",042-274-8481,20180205,127.4467981,36.3161951
봉담매일온누리약국,경기,화성시,"경기도 화성시 봉담읍 상리2길 55, 110,111호",031-298-8757,20220125,126.9469963,37.2250815
두레약국,경기,수원권선구,"경기도 수원시 권선구 덕영대로 1083, 1층 (세류동)",031-292-9520,20150423,127.0106445,37.2546084
파란약국,경기,군포시,"경기도 군포시 금산로 90-1, 1층 (산본동)",031-398-2119,20150427,126.9373548,37.37009
중계약국,서울,노원구,"서울특별시 노원구 중계로14길 29, (중계동)",02-930-2244,19981008,127.0819777,37.64982
창덕약국,서울,노원구,"서울특별시 노원구 동일로182길 20, (공릉동)",02-972-2933,19770728,127.0753242,37.6230026
옥정제일약국,경기,양주시,"경기도 양주시 회천남로 92, 1층 106, 107호 (옥정동)",,20190109,127.0922092,37.8185684
에버그린약국,인천,인천서구,"인천광역시 서구 건지로 371, 1층 1호 (가좌동)",032-582-7799,20150429,126.6831268,37.4969488
크린팜대학약국,인천,인천서구,"인천광역시 서구 심곡로100번길 17-5, 1층 (심곡동)",032-567-8874,20150430,126.6826736,37.5422882
메타팜약국,서울,강남구,"서울특별시 강남구 남부순환로 2941, 101호 (대치동)",02-566-2268,20190701,127.0619463,37.4942695
삼호성심약국,서울,노원구,"서울특별시 노원구 마들로 111, 308호 (월계동, 삼호아파트상가)",02-979-3649,20000916,127.0657785,37.6239862
이화약국,경기,이천시,"경기도 이천시 이섭대천로 1272-8, (창전동)",031-632-8998,20061130,127.4475678,37.2836939
